userId,movieId,rating,title
1,2143,4.0,Legend (1985)
1,2161,5.0,"NeverEnding Story, The (1984)"
1,2174,4.0,Beetlejuice (1988)
1,2193,4.0,Willow (1988)
1,2253,2.0,Toys (1992)
1,2268,4.0,"Few Good Men, A (1992)"
1,2273,4.0,Rush Hour (1998)
1,2291,5.0,Edward Scissorhands (1990)
1,2329,5.0,American History X (1998)
1,2338,2.0,I Still Know What You Did Last Summer (1998)
1,2353,5.0,Enemy of the State (1998)
1,2366,4.0,King Kong (1933)
1,2387,5.0,Very Bad Things (1998)
1,2389,2.0,Psycho (1998)
1,2395,5.0,Rushmore (1998)
1,2406,4.0,Romancing the Stone (1984)
1,2414,3.0,Young Sherlock Holmes (1985)
1,2427,5.0,"Thin Red Line, The (1998)"
1,2450,4.0,Howard the Duck (1986)
1,2459,5.0,"Texas Chainsaw Massacre, The (1974)"
1,2470,5.0,Crocodile Dundee (1986)
1,2478,4.0,¡Three Amigos! (1986)
1,2492,4.0,20 Dates (1998)
1,2502,5.0,Office Space (1999)
1,2528,3.0,Logan's Run (1976)
1,2529,5.0,Planet of the Apes (1968)
1,2542,5.0,"Lock, Stock & Two Smoking Barrels (1998)"
1,2571,5.0,"Matrix, The (1999)"
1,2580,5.0,Go (1999)
1,2596,5.0,SLC Punk! (1998)
1,2616,4.0,Dick Tracy (1990)
1,2617,2.0,"Mummy, The (1999)"
1,2628,4.0,Star Wars: Episode I - The Phantom Menace (1999)
1,2640,4.0,Superman (1978)
1,2641,5.0,Superman II (1980)
1,2644,4.0,Dracula (1931)
1,2648,4.0,Frankenstein (1931)
1,2654,5.0,"Wolf Man, The (1941)"
1,2657,3.0,"Rocky Horror Picture Show, The (1975)"
1,2692,5.0,Run Lola Run (Lola rennt) (1998)
1,2700,5.0,"South Park: Bigger, Longer and Uncut (1999)"
1,2716,5.0,Ghostbusters (a.k.a. Ghost Busters) (1984)
1,2761,5.0,"Iron Giant, The (1999)"
1,2797,4.0,Big (1988)
1,2826,4.0,"13th Warrior, The (1999)"
1,2858,5.0,American Beauty (1999)
1,2872,5.0,Excalibur (1981)
1,2899,5.0,Gulliver's Travels (1939)
1,2916,4.0,Total Recall (1990)
1,2944,5.0,"Dirty Dozen, The (1967)"
1,2947,5.0,Goldfinger (1964)
1,2948,5.0,From Russia with Love (1963)
1,2949,5.0,Dr. No (1962)
1,2959,5.0,Fight Club (1999)
1,2985,4.0,RoboCop (1987)
1,2987,5.0,Who Framed Roger Rabbit? (1988)
1,2991,5.0,Live and Let Die (1973)
1,2993,5.0,Thunderball (1965)
1,2997,4.0,Being John Malkovich (1999)
1,3033,5.0,Spaceballs (1987)
1,3034,5.0,Robin Hood (1973)
1,3052,5.0,Dogma (1999)
1,3053,5.0,"Messenger: The Story of Joan of Arc, The (1999)"
1,3062,4.0,"Longest Day, The (1962)"
1,3147,5.0,"Green Mile, The (1999)"
1,3168,4.0,Easy Rider (1969)
1,3176,1.0,"Talented Mr. Ripley, The (1999)"
1,3243,3.0,Encino Man (1992)
1,3247,3.0,Sister Act (1992)
1,3253,5.0,Wayne's World (1992)
1,3273,5.0,Scream 3 (2000)
1,3386,5.0,JFK (1991)
1,3439,4.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
1,3440,4.0,Teenage Mutant Ninja Turtles III (1993)
1,3441,5.0,Red Dawn (1984)
1,3448,5.0,"Good Morning, Vietnam (1987)"
1,3450,5.0,Grumpy Old Men (1993)
1,3479,4.0,Ladyhawke (1985)
1,3489,4.0,Hook (1991)
1,3527,4.0,Predator (1987)
1,3578,5.0,Gladiator (2000)
1,3617,4.0,Road Trip (2000)
1,3639,4.0,"Man with the Golden Gun, The (1974)"
1,3671,5.0,Blazing Saddles (1974)
1,3702,5.0,Mad Max (1979)
1,3703,5.0,"Road Warrior, The (Mad Max 2) (1981)"
1,3729,5.0,Shaft (1971)
1,3740,4.0,Big Trouble in Little China (1986)
1,3744,4.0,Shaft (2000)
1,3793,5.0,X-Men (2000)
1,3809,4.0,What About Bob? (1991)
1,4006,4.0,Transformers: The Movie (1986)
1,5060,5.0,M*A*S*H (a.k.a. MASH) (1970)
2,318,3.0,"Shawshank Redemption, The (1994)"
2,333,4.0,Tommy Boy (1995)
2,1704,4.5,Good Will Hunting (1997)
2,3578,4.0,Gladiator (2000)
2,6874,4.0,Kill Bill: Vol. 1 (2003)
2,8798,3.5,Collateral (2004)
2,46970,4.0,Talladega Nights: The Ballad of Ricky Bobby (2006)
2,48516,4.0,"Departed, The (2006)"
2,58559,4.5,"Dark Knight, The (2008)"
2,60756,5.0,Step Brothers (2008)
2,68157,4.5,Inglourious Basterds (2009)
2,71535,3.0,Zombieland (2009)
2,74458,4.0,Shutter Island (2010)
2,77455,3.0,Exit Through the Gift Shop (2010)
2,79132,4.0,Inception (2010)
2,80489,4.5,"Town, The (2010)"
2,80906,5.0,Inside Job (2010)
2,86345,4.0,Louis C.K.: Hilarious (2010)
2,89774,5.0,Warrior (2011)
2,91529,3.5,"Dark Knight Rises, The (2012)"
2,91658,2.5,"Girl with the Dragon Tattoo, The (2011)"
2,99114,3.5,Django Unchained (2012)
2,106782,5.0,"Wolf of Wall Street, The (2013)"
2,109487,3.0,Interstellar (2014)
2,112552,4.0,Whiplash (2014)
2,114060,2.0,The Drop (2014)
2,115713,3.5,Ex Machina (2015)
2,122882,5.0,Mad Max: Fury Road (2015)
2,131724,5.0,The Jinx: The Life and Deaths of Robert Durst (2015)
3,31,0.5,Dangerous Minds (1995)
3,527,0.5,Schindler's List (1993)
3,647,0.5,Courage Under Fire (1996)
3,688,0.5,Operation Dumbo Drop (1995)
3,720,0.5,Wallace & Gromit: The Best of Aardman Animation (1996)
3,849,5.0,Escape from L.A. (1996)
3,914,0.5,My Fair Lady (1964)
3,1093,0.5,"Doors, The (1991)"
3,1124,0.5,On Golden Pond (1981)
3,1263,0.5,"Deer Hunter, The (1978)"
3,1272,0.5,Patton (1970)
3,1275,3.5,Highlander (1986)
3,1302,0.5,Field of Dreams (1989)
3,1371,3.0,Star Trek: The Motion Picture (1979)
3,1587,4.5,Conan the Barbarian (1982)
3,2018,0.5,Bambi (1942)
3,2080,0.5,Lady and the Tramp (1955)
3,2090,0.5,"Rescuers, The (1977)"
3,2105,2.0,Tron (1982)
3,2288,4.0,"Thing, The (1982)"
3,2424,0.5,You've Got Mail (1998)
3,2851,5.0,Saturn 3 (1980)
3,3024,4.5,Piranha (1978)
3,3210,0.5,Fast Times at Ridgemont High (1982)
3,3703,5.0,"Road Warrior, The (Mad Max 2) (1981)"
3,3949,0.5,Requiem for a Dream (2000)
3,4518,5.0,The Lair of the White Worm (1988)
3,5048,0.5,Snow Dogs (2002)
3,5181,5.0,Hangar 18 (1980)
3,5746,5.0,Galaxy of Terror (Quest) (1981)
3,5764,4.5,Looker (1981)
3,5919,5.0,Android (1982)
3,6238,0.5,Green Card (1990)
3,6835,5.0,Alien Contamination (1980)
3,7899,4.5,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)
3,7991,5.0,Death Race 2000 (1975)
3,26409,4.5,"Clonus Horror, The (1979)"
3,70946,5.0,Troll 2 (1990)
3,72378,0.5,2012 (2009)
4,21,3.0,Get Shorty (1995)
4,32,2.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
4,45,3.0,To Die For (1995)
4,47,2.0,Seven (a.k.a. Se7en) (1995)
4,52,3.0,Mighty Aphrodite (1995)
4,58,3.0,"Postman, The (Postino, Il) (1994)"
4,106,4.0,Nobody Loves Me (Keiner liebt mich) (1994)
4,125,5.0,Flirting With Disaster (1996)
4,126,1.0,"NeverEnding Story III, The (1994)"
4,162,5.0,Crumb (1994)
4,171,3.0,Jeffrey (1995)
4,176,5.0,Living in Oblivion (1995)
4,190,2.0,Safe (1995)
4,215,5.0,Before Sunrise (1995)
4,222,1.0,Circle of Friends (1995)
4,232,5.0,Eat Drink Man Woman (Yin shi nan nu) (1994)
4,235,2.0,Ed Wood (1994)
4,247,3.0,Heavenly Creatures (1994)
4,260,5.0,Star Wars: Episode IV - A New Hope (1977)
4,265,5.0,Like Water for Chocolate (Como agua para chocolate) (1992)
4,296,1.0,Pulp Fiction (1994)
4,319,5.0,Shallow Grave (1994)
4,342,5.0,Muriel's Wedding (1994)
4,345,4.0,"Adventures of Priscilla, Queen of the Desert, The (1994)"
4,348,4.0,Bullets Over Broadway (1994)
4,351,3.0,"Corrina, Corrina (1994)"
4,357,3.0,Four Weddings and a Funeral (1994)
4,368,4.0,Maverick (1994)
4,417,2.0,Barcelona (1994)
4,441,1.0,Dazed and Confused (1993)
4,450,2.0,With Honors (1994)
4,457,5.0,"Fugitive, The (1993)"
4,475,5.0,In the Name of the Father (1993)
4,492,5.0,Manhattan Murder Mystery (1993)
4,509,1.0,"Piano, The (1993)"
4,538,5.0,Six Degrees of Separation (1993)
4,539,1.0,Sleepless in Seattle (1993)
4,553,2.0,Tombstone (1993)
4,588,4.0,Aladdin (1992)
4,593,5.0,"Silence of the Lambs, The (1991)"
4,595,3.0,Beauty and the Beast (1991)
4,599,2.0,"Wild Bunch, The (1969)"
4,608,5.0,Fargo (1996)
4,648,3.0,Mission: Impossible (1996)
4,708,4.0,"Truth About Cats & Dogs, The (1996)"
4,759,3.0,Maya Lin: A Strong Clear Vision (1994)
4,800,4.0,Lone Star (1996)
4,892,4.0,Twelfth Night (1996)
4,898,5.0,"Philadelphia Story, The (1940)"
4,899,4.0,Singin' in the Rain (1952)
4,902,4.0,Breakfast at Tiffany's (1961)
4,904,4.0,Rear Window (1954)
4,908,5.0,North by Northwest (1959)
4,910,5.0,Some Like It Hot (1959)
4,912,5.0,Casablanca (1942)
4,914,5.0,My Fair Lady (1964)
4,919,5.0,"Wizard of Oz, The (1939)"
4,920,5.0,Gone with the Wind (1939)
4,930,5.0,Notorious (1946)
4,937,3.0,Love in the Afternoon (1957)
4,1025,4.0,"Sword in the Stone, The (1963)"
4,1046,5.0,Beautiful Thing (1996)
4,1057,3.0,Everyone Says I Love You (1996)
4,1060,2.0,Swingers (1996)
4,1073,4.0,Willy Wonka & the Chocolate Factory (1971)
4,1077,5.0,Sleeper (1973)
4,1079,2.0,"Fish Called Wanda, A (1988)"
4,1080,5.0,Monty Python's Life of Brian (1979)
4,1084,5.0,Bonnie and Clyde (1967)
4,1086,5.0,Dial M for Murder (1954)
4,1094,3.0,"Crying Game, The (1992)"
4,1103,5.0,Rebel Without a Cause (1955)
4,1136,5.0,Monty Python and the Holy Grail (1975)
4,1179,4.0,"Grifters, The (1990)"
4,1183,1.0,"English Patient, The (1996)"
4,1188,5.0,Strictly Ballroom (1992)
4,1196,5.0,Star Wars: Episode V - The Empire Strikes Back (1980)
4,1197,5.0,"Princess Bride, The (1987)"
4,1198,3.0,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
4,1199,2.0,Brazil (1985)
4,1203,5.0,12 Angry Men (1957)
4,1211,1.0,"Wings of Desire (Himmel über Berlin, Der) (1987)"
4,1213,4.0,Goodfellas (1990)
4,1219,4.0,Psycho (1960)
4,1225,4.0,Amadeus (1984)
4,1250,5.0,"Bridge on the River Kwai, The (1957)"
4,1259,4.0,Stand by Me (1986)
4,1265,4.0,Groundhog Day (1993)
4,1266,4.0,Unforgiven (1992)
4,1279,2.0,Night on Earth (1991)
4,1282,5.0,Fantasia (1940)
4,1283,5.0,High Noon (1952)
4,1288,4.0,This Is Spinal Tap (1984)
4,1291,4.0,Indiana Jones and the Last Crusade (1989)
4,1304,3.0,Butch Cassidy and the Sundance Kid (1969)
4,1391,1.0,Mars Attacks! (1996)
4,1449,5.0,Waiting for Guffman (1996)
4,1466,4.0,Donnie Brasco (1997)
4,1500,4.0,Grosse Pointe Blank (1997)
4,1517,4.0,Austin Powers: International Man of Mystery (1997)
4,1580,3.0,Men in Black (a.k.a. MIB) (1997)
4,1597,1.0,Conspiracy Theory (1997)
4,1617,2.0,L.A. Confidential (1997)
4,1641,4.0,"Full Monty, The (1997)"
4,1704,1.0,Good Will Hunting (1997)
4,1719,4.0,"Sweet Hereafter, The (1997)"
4,1732,4.0,"Big Lebowski, The (1998)"
4,1733,5.0,Afterglow (1997)
4,1734,3.0,My Life in Pink (Ma vie en rose) (1997)
4,1834,5.0,"Spanish Prisoner, The (1997)"
4,1860,2.0,Character (Karakter) (1997)
4,1883,4.0,Bulworth (1998)
4,1885,3.0,"Opposite of Sex, The (1998)"
4,1892,2.0,"Perfect Murder, A (1998)"
4,1895,4.0,Can't Hardly Wait (1998)
4,1907,3.0,Mulan (1998)
4,1914,4.0,Smoke Signals (1998)
4,1916,1.0,Buffalo '66 (a.k.a. Buffalo 66) (1998)
4,1923,3.0,There's Something About Mary (1998)
4,1947,5.0,West Side Story (1961)
4,1966,2.0,Metropolitan (1990)
4,1967,5.0,Labyrinth (1986)
4,1968,4.0,"Breakfast Club, The (1985)"
4,2019,2.0,Seven Samurai (Shichinin no samurai) (1954)
4,2076,4.0,Blue Velvet (1986)
4,2078,5.0,"Jungle Book, The (1967)"
4,2109,4.0,"Jerk, The (1979)"
4,2145,3.0,Pretty in Pink (1986)
4,2150,5.0,"Gods Must Be Crazy, The (1980)"
4,2174,5.0,Beetlejuice (1988)
4,2186,5.0,Strangers on a Train (1951)
4,2203,4.0,Shadow of a Doubt (1943)
4,2204,5.0,Saboteur (1942)
4,2282,1.0,Pecker (1998)
4,2324,1.0,Life Is Beautiful (La Vita è bella) (1997)
4,2336,2.0,Elizabeth (1998)
4,2351,4.0,"Nights of Cabiria (Notti di Cabiria, Le) (1957)"
4,2359,4.0,Waking Ned Devine (a.k.a. Waking Ned) (1998)
4,2390,5.0,Little Voice (1998)
4,2395,3.0,Rushmore (1998)
4,2406,4.0,Romancing the Stone (1984)
4,2467,4.0,"Name of the Rose, The (Name der Rose, Der) (1986)"
4,2571,1.0,"Matrix, The (1999)"
4,2583,5.0,Cookie's Fortune (1999)
4,2599,5.0,Election (1999)
4,2628,1.0,Star Wars: Episode I - The Phantom Menace (1999)
4,2683,4.0,Austin Powers: The Spy Who Shagged Me (1999)
4,2692,5.0,Run Lola Run (Lola rennt) (1998)
4,2712,2.0,Eyes Wide Shut (1999)
4,2762,4.0,"Sixth Sense, The (1999)"
4,2763,1.0,"Thomas Crown Affair, The (1999)"
4,2770,2.0,Bowfinger (1999)
4,2791,5.0,Airplane! (1980)
4,2843,5.0,"Black Cat, White Cat (Crna macka, beli macor) (1998)"
4,2858,5.0,American Beauty (1999)
4,2874,4.0,"Pajama Game, The (1957)"
4,2921,4.0,High Plains Drifter (1973)
4,2926,5.0,Hairspray (1988)
4,2959,2.0,Fight Club (1999)
4,2973,2.0,Crimes and Misdemeanors (1989)
4,2997,4.0,Being John Malkovich (1999)
4,3033,4.0,Spaceballs (1987)
4,3044,5.0,Dead Again (1991)
4,3060,4.0,"Commitments, The (1991)"
4,3079,3.0,Mansfield Park (1999)
4,3083,5.0,All About My Mother (Todo sobre mi madre) (1999)
4,3160,4.0,Magnolia (1999)
4,3175,1.0,Galaxy Quest (1999)
4,3176,4.0,"Talented Mr. Ripley, The (1999)"
4,3204,4.0,"Boys from Brazil, The (1978)"
4,3255,4.0,"League of Their Own, A (1992)"
4,3317,4.0,Wonder Boys (2000)
4,3358,3.0,Defending Your Life (1991)
4,3365,5.0,"Searchers, The (1956)"
4,3386,4.0,JFK (1991)
4,3408,4.0,Erin Brockovich (2000)
4,3481,2.0,High Fidelity (2000)
4,3489,1.0,Hook (1991)
4,3508,5.0,"Outlaw Josey Wales, The (1976)"
4,3538,2.0,East is East (1999)
4,3591,1.0,Mr. Mom (1983)
4,3788,3.0,Blow-Up (Blowup) (1966)
4,3809,3.0,What About Bob? (1991)
4,3851,5.0,I'm the One That I Want (2000)
4,3897,4.0,Almost Famous (2000)
4,3911,3.0,Best in Show (2000)
4,3967,4.0,Billy Elliot (2000)
4,3996,4.0,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
4,4002,3.0,"Planes, Trains & Automobiles (1987)"
4,4014,1.0,Chocolat (2000)
4,4020,3.0,"Gift, The (2000)"
4,4021,4.0,Before Night Falls (2000)
4,4027,3.0,"O Brother, Where Art Thou? (2000)"
4,4029,3.0,State and Main (2000)
4,4033,4.0,Thirteen Days (2000)
4,4034,5.0,Traffic (2000)
4,4074,3.0,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)"
4,4121,4.0,Innerspace (1987)
4,4144,3.0,In the Mood For Love (Fa yeung nin wa) (2000)
4,4166,3.0,Series 7: The Contenders (2001)
4,4226,2.0,Memento (2000)
4,4239,5.0,Blow (2001)
4,4246,4.0,Bridget Jones's Diary (2001)
4,4252,3.0,"Circle, The (Dayereh) (2000)"
4,4260,2.0,"Visit, The (2000)"
4,4273,4.0,Under the Sand (2000)
4,4308,1.0,Moulin Rouge (2001)
4,4347,4.0,Divided We Fall (Musíme si pomáhat) (2000)
4,4381,3.0,"Closet, The (Placard, Le) (2001)"
4,4641,1.0,Ghost World (2001)
4,4741,3.0,Together (Tillsammans) (2000)
4,4765,5.0,L.I.E. (2001)
4,4881,3.0,"Man Who Wasn't There, The (2001)"
4,4896,4.0,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)
4,4902,4.0,"Devil's Backbone, The (Espinazo del diablo, El) (2001)"
4,4967,5.0,No Man's Land (2001)
5,1,4.0,Toy Story (1995)
5,21,4.0,Get Shorty (1995)
5,34,4.0,Babe (1995)
5,36,4.0,Dead Man Walking (1995)
5,39,3.0,Clueless (1995)
5,50,4.0,"Usual Suspects, The (1995)"
5,58,5.0,"Postman, The (Postino, Il) (1994)"
5,110,4.0,Braveheart (1995)
5,150,3.0,Apollo 13 (1995)
5,153,3.0,Batman Forever (1995)
5,232,4.0,Eat Drink Man Woman (Yin shi nan nu) (1994)
5,247,5.0,Heavenly Creatures (1994)
5,253,3.0,Interview with the Vampire: The Vampire Chronicles (1994)
5,261,4.0,Little Women (1994)
5,265,3.0,Like Water for Chocolate (Como agua para chocolate) (1992)
5,266,1.0,Legends of the Fall (1994)
5,290,5.0,Once Were Warriors (1994)
5,296,5.0,Pulp Fiction (1994)
5,300,3.0,Quiz Show (1994)
5,316,2.0,Stargate (1994)
5,318,3.0,"Shawshank Redemption, The (1994)"
5,344,3.0,Ace Ventura: Pet Detective (1994)
5,349,3.0,Clear and Present Danger (1994)
5,357,2.0,Four Weddings and a Funeral (1994)
5,364,3.0,"Lion King, The (1994)"
5,367,4.0,"Mask, The (1994)"
5,380,2.0,True Lies (1994)
5,410,3.0,Addams Family Values (1993)
5,457,4.0,"Fugitive, The (1993)"
5,474,4.0,In the Line of Fire (1993)
5,475,5.0,In the Name of the Father (1993)
5,515,3.0,"Remains of the Day, The (1993)"
5,527,5.0,Schindler's List (1993)
5,531,4.0,"Secret Garden, The (1993)"
5,534,3.0,Shadowlands (1993)
5,588,4.0,Aladdin (1992)
5,589,3.0,Terminator 2: Judgment Day (1991)
5,590,5.0,Dances with Wolves (1990)
5,592,3.0,Batman (1989)
5,594,5.0,Snow White and the Seven Dwarfs (1937)
5,595,5.0,Beauty and the Beast (1991)
5,596,5.0,Pinocchio (1940)
5,597,3.0,Pretty Woman (1990)
5,608,3.0,Fargo (1996)
6,2,4.0,Jumanji (1995)
6,3,5.0,Grumpier Old Men (1995)
6,4,3.0,Waiting to Exhale (1995)
6,5,5.0,Father of the Bride Part II (1995)
6,6,4.0,Heat (1995)
6,7,4.0,Sabrina (1995)
6,8,3.0,Tom and Huck (1995)
6,10,3.0,GoldenEye (1995)
6,11,4.0,"American President, The (1995)"
6,13,3.0,Balto (1995)
6,15,4.0,Cutthroat Island (1995)
6,16,4.0,Casino (1995)
6,17,4.0,Sense and Sensibility (1995)
6,19,2.0,Ace Ventura: When Nature Calls (1995)
6,21,2.0,Get Shorty (1995)
6,22,5.0,Copycat (1995)
6,24,4.0,Powder (1995)
6,25,3.0,Leaving Las Vegas (1995)
6,26,4.0,Othello (1995)
6,27,3.0,Now and Then (1995)
6,31,3.0,Dangerous Minds (1995)
6,32,4.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
6,34,4.0,Babe (1995)
6,36,5.0,Dead Man Walking (1995)
6,41,4.0,Richard III (1995)
6,43,4.0,Restoration (1995)
6,45,3.0,To Die For (1995)
6,46,4.0,How to Make an American Quilt (1995)
6,47,4.0,Seven (a.k.a. Se7en) (1995)
6,50,1.0,"Usual Suspects, The (1995)"
6,54,4.0,"Big Green, The (1995)"
6,60,4.0,"Indian in the Cupboard, The (1995)"
6,61,4.0,Eye for an Eye (1996)
6,62,4.0,Mr. Holland's Opus (1995)
6,65,3.0,Bio-Dome (1996)
6,66,3.0,Lawnmower Man 2: Beyond Cyberspace (1996)
6,76,4.0,Screamers (1995)
6,79,3.0,"Juror, The (1996)"
6,86,5.0,White Squall (1996)
6,87,3.0,Dunston Checks In (1996)
6,88,2.0,Black Sheep (1996)
6,89,4.0,Nick of Time (1995)
6,92,4.0,Mary Reilly (1996)
6,93,4.0,Vampire in Brooklyn (1995)
6,95,4.0,Broken Arrow (1996)
6,100,3.0,City Hall (1996)
6,102,1.0,Mr. Wrong (1996)
6,104,4.0,Happy Gilmore (1996)
6,105,3.0,"Bridges of Madison County, The (1995)"
6,110,5.0,Braveheart (1995)
6,112,4.0,Rumble in the Bronx (Hont faan kui) (1995)
